"Journal Data Filtered By:  Selected Categories: MEDICINE, GENERAL & INTERNAL;MEDICINE, RESEARCH & EXPERIMENTAL;CRITICAL CARE MEDICINE Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Nigerian Journal of Basic and Clinical Sciences","NIGERIAN J BASIC CLI","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0331-8540","2320-477X","MEDICINE, GENERAL & INTERNAL","ESCI","92","0.3","Q4","0.08","100"%,
"TERAPEVTICHESKII ARKHIV","TERAPEVT ARKH","CJSC CONSILIUM MEDICUM","0040-3660","2309-5342","MEDICINE, GENERAL & INTERNAL","SCIE","754","0.3","Q4","0.08","98.93"%,
"BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE","B ACAD NAT MED PARIS","ELSEVIER MASSON SAS EDITEUR","0001-4079","2271-4820","MEDICINE, GENERAL & INTERNAL","SCIE","468","0.3","Q4","0.07","3.67"%,
"Cukurova Medical Journal","CUKUROVA MED J","CUKUROVA UNIV, FAC MEDICINE","2602-3032","2602-3040","MEDICINE, GENERAL & INTERNAL","ESCI","621","0.3","Q4","0.07","96.36"%,
"Journal of Istanbul Faculty of Medicine-Istanbul Tip Fakultesi Dergisi","J ISTANB FAC MED","ISTANBUL UNIV, FAC MEDICINE, PUBL OFF","N/A","1305-6441","MEDICINE, GENERAL & INTERNAL","ESCI","123","0.3","Q4","0.07","98.68"%,
"Journal of the Scientific Society","J SCI SOC","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0974-5009","2278-7127","MEDICINE, GENERAL & INTERNAL","ESCI","187","0.3","Q4","0.07","100"%,
"Meandros Medical and Dental Journal","MEAND MED DENT J","GALENOS PUBL HOUSE","2149-9063","2149-9063","MEDICINE, GENERAL & INTERNAL","ESCI","125","0.3","Q4","0.07","98.77"%,
"Medicni Perspektivi","MED PERSPEKTIVI","Dnipro State Medical Univ","2307-0404","2786-4804","MEDICINE, GENERAL & INTERNAL","ESCI","128","0.3","Q4","0.07","100"%,
"International Journal of Biomedicine","INT J BIOMED","INT MEDICAL RESEARCH & DEVELOPMENT CORP","2158-0510","2158-0529","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","179","0.3","Q4","0.06","97.89"%,
"International Journal of Medicine and Health Development","INT J MED HEALTH DEV","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2635-3695","2667-2863","MEDICINE, GENERAL & INTERNAL","ESCI","79","0.3","Q4","0.06","78.74"%,
"Journal of Critical & Intensive Care","J CRIT INTENS CARE","Soc Turkish Intensivists - STI","2717-6428","2717-6428","CRITICAL CARE MEDICINE","ESCI","32","0.3","Q4","0.06","94.74"%,
"Khyber Medical University Journal-KMUJ","KHYBER MED U J","KHYBER MEDICAL UNIV","2305-2643","2305-2651","MEDICINE, GENERAL & INTERNAL","ESCI","130","0.3","Q4","0.06","98.76"%,
"Makara Journal of Health Research","MAKARA J HEALTH RES","UNIV INDONESIA","2356-3664","2356-3656","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","134","0.3","Q4","0.06","88.89"%,
"New Armenian Medical Journal","NEW ARMEN MED J","YEREVAN STATE MEDICAL UNIV","1829-0825","1829-0825","MEDICINE, GENERAL & INTERNAL","ESCI","99","0.3","Q4","0.06","0"%,
"Turkish Journal of Intensive Care-Turk Yogun Bakim Dergisi","TURK J INTENS CARE","GALENOS PUBL HOUSE","2602-2974","2602-2974","CRITICAL CARE MEDICINE","ESCI","84","0.3","Q4","0.06","100"%,
"Experimed","EXPERIMED","ISTANBUL UNIV","N/A","2667-5846","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","55","0.3","Q4","0.05","100"%,
"Viral Hepatit Dergisi-Viral Hepatitis Journal","VIRAL HEPAT DERG","GALENOS PUBL HOUSE","1307-9441","2147-2939","MEDICINE, GENERAL & INTERNAL","ESCI","76","0.3","Q4","0.05","100"%,
"Medicine and Health","MED HEALTH-KUALA LUM","UNIV KEBANGSAAN MALAYSIA, FAC MEDICINE","N/A","2289-5728","MEDICINE, GENERAL & INTERNAL","ESCI","155","0.3","Q4","0.04","100"%,
"Revista Medica Clinica Las Condes","REV MED CLIN CONDES","ELSEVIER","N/A","0716-8640","MEDICINE, GENERAL & INTERNAL","ESCI","362","0.2","Q4","0.09","98.9"%,
"Srpski Arhiv za Celokupno Lekarstvo","SRP ARK CELOK LEK","SRPSKO LEKARSKO DRUSTVO","0370-8179","0370-8179","MEDICINE, GENERAL & INTERNAL","SCIE","553","0.2","Q4","0.07","96.35"%,
"THERAPEUTISCHE UMSCHAU","THER UMSCH","Aerzteverlag medinfo AG","0040-5930","1664-2864","MEDICINE, GENERAL & INTERNAL","ESCI","228","0.2","Q4","0.07","0"%,
"Vojnosanitetski Pregled","VOJNOSANIT PREGL","MILITARY MEDICAL ACAD-INI","0042-8450","2406-0720","MEDICINE, GENERAL & INTERNAL","SCIE","783","0.2","Q4","0.07","99.69"%,
"Egyptian Journal of Critical Care Medicine","EGYPT J CRIT CARE ME","SPRINGER","2090-7303","2090-9209","CRITICAL CARE MEDICINE","ESCI","73","0.2","Q4","0.06","73.33"%,
"Gazi Medical Journal","GAZI MED J","GALENOS PUBL HOUSE","2147-2092","2147-2092","MEDICINE, GENERAL & INTERNAL","ESCI","186","0.2","Q4","0.06","92"%,
"Iranian Red Crescent Medical Journal","IRAN RED CRESCENT ME","Dubai Iranian Hosp","2074-1804","2074-1812","MEDICINE, GENERAL & INTERNAL","SCIE","2,057","0.2","Q4","0.06","36.13"%,
"Istanbul Medical Journal","ISTANB MED J","GALENOS PUBL HOUSE","2619-9793","2148-094X","MEDICINE, GENERAL & INTERNAL","ESCI","129","0.2","Q4","0.06","53.85"%,
"Journal of Clinical and Diagnostic Research","J CLIN DIAGN RES","PREMCHAND SHANTIDEVI RESEARCH FOUNDATION","2249-782X","0973-709X","MEDICINE, GENERAL & INTERNAL","ESCI","10,878","0.2","Q4","0.06","99.43"%,
"Journal of Head & Neck Physicians and Surgeons","J HEAD NECK PHYSICIA","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2347-8128","2347-8128","MEDICINE, GENERAL & INTERNAL","ESCI","42","0.2","Q4","0.06","100"%,
"Journal of IMAB","J IMAB","Peytchinski Publishing Ltd","1312-773X","1312-773X","MEDICINE, GENERAL & INTERNAL","ESCI","299","0.2","Q4","0.06","74.94"%,
"Journal of Neuroanaesthesiology and Critical Care","J NEUROANAESTH CRIT","GEORG THIEME VERLAG KG","2348-0548","2348-926X","CRITICAL CARE MEDICINE","ESCI","121","0.2","Q4","0.06","100"%,
"Medical Journal of Bakirkoy","MED J BAKIRKOY","GALENOS PUBL HOUSE","1305-9319","1305-9327","MEDICINE, GENERAL & INTERNAL","ESCI","138","0.2","Q4","0.06","100"%,
"Medical-Surgical Journal-Revista Medico-Chirurgicala","MED-SURG J","SOC MEDICI NATURALISTI IASI- SOC PHYSICIAN NATURALISTS","0048-7848","2286-2560","MEDICINE, GENERAL & INTERNAL","ESCI","363","0.2","Q4","0.06","9.31"%,
"Physician Assistant Clinics","PHYS ASSIST CLIN","ELSEVIER INC","2405-7991","2405-7991","MEDICINE, GENERAL & INTERNAL","ESCI","83","0.2","Q4","0.06","0.62"%,
"Archives of Hellenic Medicine","ARCH HELL MED","ATHENS MEDICAL SOC","1105-3992","1105-3992","MEDICINE, GENERAL & INTERNAL","ESCI","128","0.2","Q4","0.05","0"%,
"Gomal Journal of Medical Sciences","GOMAL J MED SCI","GOMAL MEDICAL COLL","1819-7973","1997-2067","MEDICINE, GENERAL & INTERNAL","ESCI","104","0.2","Q4","0.05","0"%,
"World of Medicine and Biology","WORLD MED BIOL","SCIENTIFIC SOC ANATOMISTS HISTOLOGISTS & EMBRYOLOGISTS UKRAINE","2079-8334","2079-8334","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","172","0.2","Q4","0.05","94.26"%,
"Journal of Behcet Uz Childrens Hospital","J BEHCET UZ CHILD H","GALENOS PUBL HOUSE","N/A","2822-4469","MEDICINE, GENERAL & INTERNAL","ESCI","28","0.2","Q4","0.04","74.12"%,
"Annals of King Edward Medical University Lahore Pakistan","ANN KING EDWARD MED","RESEARCH & MEDICAL EDUCATION CENTRE","2079-7192","2079-0694","MEDICINE, GENERAL & INTERNAL","ESCI","185","0.2","Q4","0.03","84.38"%,
"CEYLON MEDICAL JOURNAL","CEYLON MED J","SRI LANKA MEDICAL ASSOC","0009-0875","0009-0875","MEDICINE, GENERAL & INTERNAL","ESCI","326","0.2","Q4","0.03","98.15"%,
"Exercer-La Revue Francophone de Medecine Generale","EXERCER","COLL NATL GENERALISTES ENSEIGNANTS","0998-3953","1961-9138","MEDICINE, GENERAL & INTERNAL","ESCI","359","0.2","Q4","0.01","1.38"%,
"Rawal Medical Journal","RAWAL MED J","PAKISTAN MEDICAL ASSOC","0303-5212","0303-5212","MEDICINE, GENERAL & INTERNAL","ESCI","376","0.1","Q4","0.12","0"%,
"Bali Medical Journal","BALI MED J","UNIV UDAYANA","2089-1180","2302-2914","MEDICINE, GENERAL & INTERNAL","ESCI","513","0.1","Q4","0.09","83.81"%,
"Acta Facultatis Medicae Naissensis","ACTA FAC MEDICAE NAI","UNIV NIS, FAC MEDICINE","0351-6083","2217-2521","MEDICINE, GENERAL & INTERNAL","ESCI","161","0.1","Q4","0.06","98.46"%,
"Bulletin of Russian State Medical University","B RUSS STATE MED U","PIROGOV RUSSIAN NATL RESEARCH MEDICAL UNIV","2500-1094","2542-1204","MEDICINE, GENERAL & INTERNAL","ESCI","109","0.1","Q4","0.06","99.53"%,
"Iatreia","IATREIA","UNIV ANTIOQUIA, FAC MED","0121-0793","2011-7965","MEDICINE, GENERAL & INTERNAL","ESCI","128","0.1","Q4","0.05","91.57"%,
"WEST INDIAN MEDICAL JOURNAL","W INDIAN MED J","UNIV WEST INDIES FACULTY MEDICAL SCIENCES","0043-3144","2309-5830","MEDICINE, GENERAL & INTERNAL","SCIE","628","0.1","Q4","0.05","0"%,
"Annals of Clinical and Analytical Medicine","ANN CLIN ANAL MED","BAYRAKOL MEDICAL PUBLISHER","N/A","2667-663X","MEDICINE, GENERAL & INTERNAL","ESCI","261","0.1","Q4","0.04","99.08"%,
"Byulleten Sibirskoy Meditsiny","BYULLETEN SIB MED","SIBERIAN STATE MEDICAL UNIV","1682-0363","1819-3684","MEDICINE, GENERAL & INTERNAL","ESCI","122","0.1","Q4","0.04","97.63"%,
"Duazary","DUAZARY","UNIV MAGDALENA","1794-5992","2389-783X","MEDICINE, GENERAL & INTERNAL","ESCI","80","0.1","Q4","0.04","98.99"%,
"Majalah Kedokteran Bandung","MAJ KEDOKT BDG-MKB","UNIV PADJADJARAN, FAKULTAS KEDOKTERAN, GEDUNG RUMAH SAKIT PENDIDIKAN","0126-074X","2338-6223","MEDICINE, GENERAL & INTERNAL","ESCI","55","0.1","Q4","0.04","95.62"%,
"Anales de la Facultad de Medicina-Universidad de la Republica Uruguay","AN FAC MED-UNIV REPU","UNIV REPUBLICA, FAC MEDICINA","2301-1254","2301-1254","MEDICINE, GENERAL & INTERNAL","ESCI","14","0.1","Q4","0.03","83.78"%,
"Annals Abbasi Shaheed Hospital & Karachi Medical & Dental College","ANN ABBASI SHAHEED H","ABBASI SHAHEED HOSPITAL & KARACHI MEDICAL & DENTAL COLL","1563-3241","1563-3241","MEDICINE, GENERAL & INTERNAL","ESCI","53","0.1","Q4","0.03","27.43"%,
"International Journal of Ayurvedic Medicine","INT J AYURVEDIC MED","AYURVEDA SAHITI PRABHA","0976-5921","0976-5921","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","197","0.1","Q4","0.03","60.45"%,
"Journal of the Dow University of Health Sciences","J DOW U HEALTH SCI","Dow Univ Health Sciences","1995-2198","2410-2180","MEDICINE, GENERAL & INTERNAL","ESCI","48","0.1","Q4","0.03","98.67"%,
"Journal of the Dow University of Health Sciences","J DOW U HEALTH SCI","Dow Univ Health Sciences","1995-2198","2410-2180","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","48","0.1","Q4","0.03","98.67"%,
"Nobel Medicus","NOBEL MED","NOBEL ILAC","1305-2381","1305-2381","MEDICINE, GENERAL & INTERNAL","ESCI","78","0.1","Q4","0.03","0"%,
"Universitas Medica","UNIV MED","PONTIFICIA UNIV JAVERIANA, FAC MEDICINA","0041-9095","2011-0839","MEDICINE, GENERAL & INTERNAL","ESCI","70","0.1","Q4","0.03","95.24"%,
"Zaporozhye Medical Journal","ZAPOROZHYE MED J","ZAPORIZHZHYA STATE MEDICAL UNIV","2306-4145","2310-1210","MEDICINE, GENERAL & INTERNAL","ESCI","63","0.1","Q4","0.03","99.58"%,
"Archivos de Medicina","ARCH MED","UNIV MANIZALEZ, FAC MEDICINA","1657-320X","2339-3874","MEDICINE, GENERAL & INTERNAL","ESCI","136","0.1","Q4","0.02","89.66"%,
"Revista del Cuerpo Medico del Hospital Nacional Almanzor Aguinaga Asenjo","REV CUERPO MED HOSP","HOSPITAL NACL ALMANZOR AGUINAGA ASENJO, ASOC CUERPO MEDICO","2225-5109","2227-4731","MEDICINE, GENERAL & INTERNAL","ESCI","122","0.1","Q4","0.02","74.76"%,
"Finlay","FINLAY","CENTRO PROVINCIAL INFORMACION CIENCIAS MEDICAS CINFUEGOS","2221-2434","2221-2434","MEDICINE, GENERAL & INTERNAL","ESCI","66","0.1","Q4","0.01","0"%,
"Medisur-Revista de Ciencias Medicas de Cienfuegos","MEDISUR-REV CIENC ME","CENTRO PROVINCIAL INFORMACION CIENCIAS MEDICAS CINFUEGOS","1727-897X","1727-897X","MEDICINE, GENERAL & INTERNAL","ESCI","146","0.1","Q4","0.01","0.24"%,
"Scientific Chronicles","SCI CHRON","TZANEIO GENERAL HOSPITAL","1791-1362","2241-1666","MEDICINE, GENERAL & INTERNAL","ESCI","17","0.1","Q4","0.01","0"%,
"Anil Aggrawals Internet Journal of Forensic Medicine and Toxicology","ANIL AGGRAWALS INTER","ANIL AGGRAWALS INTERNET JOURNAL FORENSIC MEDICINE & TOXICOLOGY","0972-8066","0972-8074","MEDICINE, GENERAL & INTERNAL","ESCI","13","<0.1","Q4","0.04","0"%,
"Netherlands Journal of Critical Care","NETH J CRIT CARE","NETHERLANDS SOC INTENSIVE CARE","1569-3511","1569-3511","CRITICAL CARE MEDICINE","ESCI","52","<0.1","Q4","0.04","0"%,
"Revista Medica de Rosario","REV MED ROSARIO","CIRCULO MEDICO DE ROSARIO","0327-5019","1851-2135","MEDICINE, GENERAL & INTERNAL","ESCI","17","<0.1","Q4","0.03","0"%,
"Avances en Biomedicina","AV BIOMED","UNIV ANDES, FAC MEDICINA","2477-9369","2244-7881","MEDICINE, GENERAL & INTERNAL","ESCI","11","<0.1","Q4","0.01","0"%,
"Galicia Clinica","GALICIA CLIN","SOC GALLEGA MEDICINA INTERNA","0304-4866","0304-4866","MEDICINE, GENERAL & INTERNAL","ESCI","15","<0.1","Q4","0.01","75.31"%,
"Kuwait Medical Journal","KUWAIT MED J","KUWAIT MEDICAL ASSOC","1607-8047","0023-5776","MEDICINE, GENERAL & INTERNAL","SCIE","117","<0.1","Q4","0.01","0"%,
"Actualizaciones en Osteologia","ACTUAL OSTEOL","ASOC ARGENTINA OSTEOLOGIA & METABOLISMO MINERAL","1669-8975","1669-8983","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","17","<0.1","Q4","0","0"%,
"Intensivist","INTENSIVIST-NETH","NETHERLANDS SOC INTENSIVE CARE","N/A","2950-1873","CRITICAL CARE MEDICINE","ESCI","1","<0.1","Q4","0","0"%,

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
