"Journal Data Filtered By:  Selected Categories: CLINICAL NEUROLOGY;NEUROIMAGING;NEUROSCIENCES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"JOURNAL OF PSYCHOPHYSIOLOGY","J PSYCHOPHYSIOL","HOGREFE PUBLISHING CORP","0269-8803","2151-2124","NEUROSCIENCES","SCIE","752","1.3","Q4","0.24","11.76"%,
"JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION","J VESTIBUL RES-EQUIL","SAGE PUBLICATIONS INC","0957-4271","1878-6464","NEUROSCIENCES","SCIE","2,143","1.2","Q4","1.14","10.81"%,
"Journal of Neurosurgical Sciences","J NEUROSURG SCI","EDIZIONI MINERVA MEDICA","0390-5616","1827-1855","CLINICAL NEUROLOGY","SCIE","1,132","1.2","Q4","0.55","11.71"%,
"BRAIN BEHAVIOR AND EVOLUTION","BRAIN BEHAV EVOLUT","KARGER","0006-8977","1421-9743","NEUROSCIENCES","SCIE","1,895","1.2","Q4","0.51","17.54"%,
"NEUROLOGIST","NEUROLOGIST","LIPPINCOTT WILLIAMS & WILKINS","1074-7931","2331-2637","CLINICAL NEUROLOGY","SCIE","1,096","1.2","Q4","0.37","15.42"%,
"Journal of Cognitive Enhancement","J COGN ENHANCE","SPRINGERNATURE","2509-3290","2509-3304","NEUROSCIENCES","ESCI","713","1.2","Q4","0.33","52.44"%,
"Neuroradiology Journal","NEURORADIOL J","SAGE PUBLICATIONS INC","1971-4009","2385-1996","NEUROIMAGING","ESCI","1,624","1.2","Q4","0.3","9.72"%,
"Egyptian Journal of Neurology Psychiatry and Neurosurgery","EGYPT J NEUROL PSYCH","SPRINGER","1687-8329","1687-8329","NEUROSCIENCES","ESCI","1,234","1.2","Q4","0.24","100"%,
"Journal of Neuroendovascular Therapy","J NEUROENDOVASC THER","JAPANESE SOC NEUROENDOVASCULAR THERAPY","1882-4072","2186-2494","CLINICAL NEUROLOGY","ESCI","364","1.2","Q4","0.24","99.52"%,
"CLINICAL NEUROPHARMACOLOGY","CLIN NEUROPHARMACOL","LIPPINCOTT WILLIAMS & WILKINS","0362-5664","1537-162X","CLINICAL NEUROLOGY","SCIE","1,874","1.2","Q4","0.23","6.78"%,
"Frontiers in Stroke","FRONT STROKE","FRONTIERS MEDIA SA","N/A","2813-3056","CLINICAL NEUROLOGY","ESCI","146","1.2","Q4","0.2","100"%,
"ACTA NEUROLOGICA SCANDINAVICA","ACTA NEUROL SCAND","WILEY","0001-6314","1600-0404","CLINICAL NEUROLOGY","SCIE","7,072","1.1","Q4","0.54","100"%,
"JOURNAL OF NEUROGENETICS","J NEUROGENET","TAYLOR & FRANCIS LTD","0167-7063","1563-5260","NEUROSCIENCES","SCIE","720","1.1","Q4","0.47","6.98"%,
"Journal of Brachial Plexus and Peripheral Nerve Injury","J BRACHIAL PLEX PERI","THIEME MEDICAL PUBL INC","1749-7221","1749-7221","CLINICAL NEUROLOGY","ESCI","163","1.1","Q4","0.28","96.15"%,
"Clinical Epileptology","CLIN EPILEPTOL","SPRINGER HEIDELBERG","2948-104X","2948-1058","CLINICAL NEUROLOGY","ESCI","131","1.1","Q4","0.27","65.16"%,
"NERVENARZT","NERVENARZT","SPRINGER","0028-2804","1433-0407","CLINICAL NEUROLOGY","SCIE","1,583","1.1","Q4","0.27","51.04"%,
"Basic and Clinical Neuroscience","BASIC CLIN NEUROSCI","IRAN UNIV MEDICAL SCIENCES","2008-126X","2228-7442","NEUROSCIENCES","ESCI","1,147","1.1","Q4","0.24","98.67"%,
"Noropsikiyatri Arsivi-Archives of Neuropsychiatry","NOROPSIKIYATRI ARS","TURKISH NEUROPSYCHIATRY ASSOC-TURK NOROPSIKIYATRI DERNEGI","1300-0667","1309-4866","CLINICAL NEUROLOGY","SCIE","1,304","1","Q4","0.29","1.11"%,
"Journal of Pediatric Neuropsychology","J PEDIATR NEUROPSYCH","AMER PSYCHOLOGICAL ASSOC","2199-2681","2199-2673","CLINICAL NEUROLOGY","ESCI","131","1","Q4","0.27","30.16"%,
"Iranian Journal of Child Neurology","IRAN J CHILD NEUROL","IRANIAN CHILD NEUROLOGY SOC","1735-4668","2008-0700","CLINICAL NEUROLOGY","ESCI","591","1","Q4","0.24","0"%,
"Journal of Neurological Surgery Part A-Central European Neurosurgery","J NEUROL SURG PART A","THIEME MEDICAL PUBL INC","2193-6315","2193-6323","CLINICAL NEUROLOGY","SCIE","984","0.9","Q4","0.33","6.97"%,
"Timing & Time Perception","TIMING TIME PERCEPT","BRILL","2213-445X","2213-4468","NEUROSCIENCES","ESCI","312","0.9","Q4","0.33","32.26"%,
"Neurosurgery Practice","NEUROSURG PRACT","LIPPINCOTT WILLIAMS & WILKINS","N/A","2834-4383","CLINICAL NEUROLOGY","ESCI","113","0.9","Q4","0.28","98.74"%,
"Current Journal of Neurology","CURR J NEUROL","TEHRAN UNIV MEDICAL SCIENCES","2717-011X","2717-011X","CLINICAL NEUROLOGY","ESCI","211","0.9","Q4","0.21","98.78"%,
"BRITISH JOURNAL OF NEUROSURGERY","BRIT J NEUROSURG","TAYLOR & FRANCIS LTD","0268-8697","1360-046X","CLINICAL NEUROLOGY","SCIE","3,542","0.8","Q4","0.36","8.68"%,
"Turkish Neurosurgery","TURK NEUROSURG","TURKISH NEUROSURGICAL SOC","1019-5149","1019-5149","CLINICAL NEUROLOGY","SCIE","1,827","0.8","Q4","0.35","0.48"%,
"Journal of Neurological Surgery Part B-Skull Base","J NEUROL SURG PART B","THIEME MEDICAL PUBL INC","2193-6331","2193-634X","CLINICAL NEUROLOGY","SCIE","1,940","0.8","Q4","0.26","5.92"%,
"SCHMERZ","SCHMERZ","SPRINGER HEIDELBERG","0932-433X","1432-2129","CLINICAL NEUROLOGY","SCIE","899","0.8","Q4","0.22","45.04"%,
"Journal of Neurological Surgery Reports","J NEUROL SURG REP","GEORG THIEME VERLAG KG","2193-6358","2193-6366","CLINICAL NEUROLOGY","ESCI","221","0.8","Q4","0.21","98.98"%,
"Somnologie","SOMNOLOGIE","SPRINGER INT PUBL AG","1432-9123","1439-054X","CLINICAL NEUROLOGY","ESCI","397","0.8","Q4","0.19","59.81"%,
"NEUROLOGY INDIA","NEUROL INDIA","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0028-3886","1998-4022","NEUROSCIENCES","SCIE","3,586","0.8","Q4","0.17","99.45"%,
"NEUROENDOCRINOLOGY LETTERS","NEUROENDOCRINOL LETT","MAGHIRA & MAAS PUBLICATIONS","0172-780X","2354-4716","NEUROSCIENCES","SCIE","1,700","0.8","Q4","0.11","0"%,
"Spinal Cord Series and Cases","SPINAL CORD SER CASE","SPRINGERNATURE","2058-6124","2058-6124","CLINICAL NEUROLOGY","ESCI","707","0.7","Q4","0.33","27.33"%,
"Case Reports in Neurological Medicine","CASE REP NEUROL MED","WILEY","2090-6668","2090-6676","CLINICAL NEUROLOGY","ESCI","405","0.7","Q4","0.25","100"%,
"Journal of Minimally Invasive Spine Surgery and Technique","J MINIM INVAS SPINE","Korean Minimally Invasive Spine Surgery Soc","2508-2043","2508-2043","CLINICAL NEUROLOGY","ESCI","150","0.7","Q4","0.25","100"%,
"NEUROCIRUGIA","NEUROCIRUGIA","ELSEVIER ESPANA SLU","1130-1473","2340-6305","NEUROSCIENCES","SCIE","401","0.7","Q4","0.25","7.97"%,
"Egyptian Journal of Neurosurgery","EGYPT J NEUROSURG","SPRINGERNATURE","N/A","2520-8225","CLINICAL NEUROLOGY","ESCI","255","0.7","Q4","0.24","100"%,
"CLINICAL NEUROPATHOLOGY","CLIN NEUROPATHOL","DUSTRI-VERLAG DR KARL FEISTLE","0722-5091","0722-5091","CLINICAL NEUROLOGY","SCIE","608","0.7","Q4","0.22","0"%,
"Journal of Neurosurgery-Case Lessons","J NEUROSURG-CASE LES","AMER ASSOC NEUROLOGICAL SURGEONS","N/A","2694-1902","CLINICAL NEUROLOGY","ESCI","901","0.7","Q4","0.21","43.05"%,
"Interdisciplinary Neurosurgery-Advanced Techniques and Case Management","INTERDISCIP NEUROSUR","ELSEVIER","N/A","2214-7519","CLINICAL NEUROLOGY","ESCI","971","0.7","Q4","0.16","100"%,
"NEURO-OPHTHALMOLOGY","NEURO-OPHTHALMOLOGY","TAYLOR & FRANCIS LTD","0165-8107","1744-506X","CLINICAL NEUROLOGY","ESCI","800","0.6","Q4","0.2","4.52"%,
"REVISTA DE NEUROLOGIA","REV NEUROLOGIA","IMR PRESS","0210-0010","1576-6578","CLINICAL NEUROLOGY","SCIE","1,604","0.6","Q4","0.2","44.69"%,
"NEUROPHYSIOLOGY","NEUROPHYSIOLOGY+","SPRINGER","0090-2977","1573-9007","NEUROSCIENCES","SCIE","324","0.6","Q4","0.19","0"%,
"Neurohospitalist","NEUROHOSPITALIST","SAGE PUBLICATIONS LTD","1941-8744","1941-8752","CLINICAL NEUROLOGY","ESCI","766","0.6","Q4","0.18","9.91"%,
"Ideggyogyaszati Szemle-Clinical Neuroscience","IDEGGYOGY SZEMLE","LITERATURA MEDICA","0019-1442","2498-6208","CLINICAL NEUROLOGY","SCIE","280","0.6","Q4","0.15","0"%,
"Ideggyogyaszati Szemle-Clinical Neuroscience","IDEGGYOGY SZEMLE","LITERATURA MEDICA","0019-1442","2498-6208","NEUROSCIENCES","SCIE","280","0.6","Q4","0.15","0"%,
"BRAIN-Broad Research in Artificial Intelligence and Neuroscience","BRAIN-BROAD RES ARTI","EDUSOFT PUBLISHING","2068-0473","2067-3957","NEUROSCIENCES","ESCI","433","0.6","Q4","0.14","96.11"%,
"Journal of Turkish Sleep Medicine-Turk Uyku Tibbi Dergisi","J TURK SLEEP MED","GALENOS PUBL HOUSE","2148-1504","2757-850X","CLINICAL NEUROLOGY","ESCI","175","0.6","Q4","0.14","97.83"%,
"Turkish Journal of Neurology","TURK J NEUROL","GALENOS PUBL HOUSE","1301-062X","1309-2545","CLINICAL NEUROLOGY","ESCI","254","0.6","Q4","0.13","78.33"%,
"Indian Journal of Neurotrauma","INDIAN J NEUROTRAUM","GEORG THIEME VERLAG KG","0973-0508","2213-3739","NEUROSCIENCES","ESCI","146","0.6","Q4","0.1","98.21"%,
"Neurochemical Journal","NEUROCHEM J+","PLEIADES PUBLISHING LTD","1819-7124","1819-7132","NEUROSCIENCES","SCIE","361","0.6","Q4","0.1","3.85"%,
"Journal of the History of the Neurosciences","J HIST NEUROSCI","TAYLOR & FRANCIS INC","0964-704X","1744-5213","NEUROSCIENCES","SCIE","341","0.5","Q4","0.32","6.67"%,
"NEUROCASE","NEUROCASE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1355-4794","1465-3656","CLINICAL NEUROLOGY","SCIE","1,076","0.5","Q4","0.21","9.17"%,
"Brazilian Journal of Motor Behavior","BRAZ J MOT BEHAV","Sociedade Brasileira de Comportamento Motor","1980-5586","2446-4902","NEUROSCIENCES","ESCI","117","0.5","Q4","0.18","93.04"%,
"Future Neurology","FUTUR NEUROL","TAYLOR & FRANCIS LTD","1479-6708","1748-6971","CLINICAL NEUROLOGY","ESCI","397","0.5","Q4","0.16","100"%,
"FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE","FORTSCHR NEUROL PSYC","GEORG THIEME VERLAG KG","0720-4299","1439-3522","CLINICAL NEUROLOGY","SCIE","555","0.5","Q4","0.13","10.83"%,
"Archives of Neuroscience","ARCH NEUROSCI","BRIEFLANDS","2322-3944","2322-5769","NEUROSCIENCES","ESCI","242","0.5","Q4","0.11","100"%,
"Case Reports in Neurology","CASE REP NEUROL","KARGER","N/A","1662-680X","CLINICAL NEUROLOGY","ESCI","452","0.4","Q4","0.19","100"%,
"Archives of Epilepsy","ARCH EPILEPSY","GALENOS PUBL HOUSE","N/A","2792-0550","CLINICAL NEUROLOGY","ESCI","39","0.4","Q4","0.1","100"%,
"Neurological Sciences and Neurophysiology","NEUROL SCI NEUROPHYS","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2636-865X","2636-865X","NEUROSCIENCES","SCIE","126","0.4","Q4","0.07","100"%,
"CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE","CESK SLOV NEUROL N","CZECH MEDICAL SOC","1210-7859","1802-4041","NEUROSCIENCES","SCIE","224","0.3","Q4","0.11","0.81"%,
"Neurology and Clinical Neuroscience","NEUROL CLIN NEUROSCI","WILEY","2049-4173","2049-4173","CLINICAL NEUROLOGY","ESCI","245","0.3","Q4","0.1","18.32"%,
"ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH","ACUPUNCTURE ELECTRO","SAGE PUBLICATIONS INC","0360-1293","2167-9010","NEUROSCIENCES","SCIE","156","0.3","Q4","0.08","11.39"%,
"Neurology Asia","NEUROL ASIA","ASEAN NEUROLOGICAL ASSOC","1823-6138","1823-6138","CLINICAL NEUROLOGY","SCIE","367","0.3","Q4","0.08","0"%,
"KLINISCHE NEUROPHYSIOLOGIE","KLIN NEUROPHYSIOL","GEORG THIEME VERLAG KG","1434-0275","1439-4081","CLINICAL NEUROLOGY","SCIE","65","0.3","Q4","0.07","0"%,
"KLINISCHE NEUROPHYSIOLOGIE","KLIN NEUROPHYSIOL","GEORG THIEME VERLAG KG","1434-0275","1439-4081","NEUROIMAGING","SCIE","65","0.3","Q4","0.07","0"%,
"Progress in Neurology and Psychiatry","PROG NEUROL PSYCHIAT","WILEY","1367-7543","1931-227X","NEUROSCIENCES","ESCI","171","0.3","Q4","0.07","5.8"%,
"Activitas Nervosa Superior Rediviva","ACT NERV SUPER REDIV","SLOVAK ACAD SCIENCES, INST NORMAL & PATHOLOGICAL PHYSIOLOGY","1337-933X","1338-4015","CLINICAL NEUROLOGY","ESCI","68","0.2","Q4","0.07","57.14"%,
"Journal of Neuroanaesthesiology and Critical Care","J NEUROANAESTH CRIT","GEORG THIEME VERLAG KG","2348-0548","2348-926X","CLINICAL NEUROLOGY","ESCI","121","0.2","Q4","0.06","100"%,
"Revista Mexicana de Neurociencia","REV MEX NEUROCIENC","ACAD MEXICANA NEUROLOGIA","1665-5044","1665-5044","CLINICAL NEUROLOGY","ESCI","154","0.2","Q4","0.05","98.53"%,
"ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA","ZH VYSSH NERV DEYAT+","MEZHDUNARODNAYA KNIGA","0044-4677","0044-4677","NEUROSCIENCES","SCIE","210","0.2","Q4","0.05","0"%,
"Aktualnosci Neurologiczne","AKTUAL NEUROL","MEDICAL COMMUNICATIONS","1641-9227","1641-9227","CLINICAL NEUROLOGY","ESCI","44","0.2","Q4","0.03","100"%,
"Journal of Pediatric Neurosciences","J PEDIATR NEUROSCI","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1817-1745","1998-3948","CLINICAL NEUROLOGY","ESCI","723","0.1","Q4","0.04","93.66"%,
"Neurosonology and Cerebral Hemodynamics","NEUROSONOLOGY CEREB","BULGARIAN SOC NEUROSONOLOGY & CEREBRAL HEMODYNAMICS","1312-6431","1312-6431","NEUROSCIENCES","ESCI","5","0.1","Q4","0.01","0"%,
"Eneurobiologia","ENEUROBIOLOGIA","UNIV VERACRUZANA, INST INVESTIGACIONES & EDUCACION","2007-3054","2007-3054","NEUROSCIENCES","ESCI","10","<0.1","Q4","0","89.29"%,
"Brain Mechanisms","BRAIN MECH","ELSEVIER","3050-6433","3050-6425","NEUROSCIENCES","SCIE","3","N/A","N/A","N/A","43.75"%,
"Discover Neuroscience","DISCOV NEUROSCI","SPRINGERNATURE","N/A","3005-1827","NEUROSCIENCES","SCIE","13","N/A","N/A","N/A","92.86"%,
"Research in Biomedical Engineering and Technology","RES BIOMED ENG TECH","TAYLOR & FRANCIS LTD","N/A","2996-0355","NEUROSCIENCES","ESCI","0","N/A","N/A","N/A","0"%,

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
